PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
3077,1526028875,127.9401779,30.81290245,86.08812714,-8.551892281,10.54649067,-8.121365547,-336.4324646,-163.4230042,52.53535461
3078,1526045542,120.8638992,32.07884216,82.5227356,-7.309706688,11.04406548,-5.531724453,-311.0664063,-194.4958496,42.04944229
3079,1526062209,114.1567917,33.11317444,79.90672302,-4.168692589,8.89661026,-0.115579337,-316.0183716,-146.9418182,7.601558208
3080,1526078876,108.1528854,33.90087891,78.89757538,-5.04793787,8.361302376,2.856456041,-324.9963684,-65.0966568,-24.33856201
3081,1526095543,102.7874451,34.43466949,78.70128632,-6.858795166,6.317998409,1.501069903,-313.5090637,-18.82403183,-26.77510262
3082,1526112210,98.60105133,34.8406601,79.1186676,-5.702335358,5.213209152,1.906259418,-263.6214905,14.8859024,-26.26502228
3083,1526128877,95.92077637,35.24588394,80.02532196,-6.919055939,3.07525301,0.229594409,-190.2612457,40.30971527,-28.24481392
3084,1526145544,95.054245,35.78173065,80.9599762,-7.541697025,4.333444118,-0.347612411,-82.79634857,41.59288406,-34.84643555
3085,1526162211,95.49045563,36.26726532,81.75603485,-7.049918652,6.893488407,-1.092273116,-0.165824294,35.04865646,-31.02171898
3086,1526178878,96.30182648,36.61032486,82.33533478,-6.579590321,7.338748455,-1.473648548,29.77898598,24.9689312,-21.80418587
3087,1526195545,97.05055237,36.86286545,82.67430878,-6.215923786,6.998102665,-1.311280727,34.49872971,13.69981003,-15.39678383
3088,1526212212,97.55744171,37.04714584,82.86186218,-5.979762554,6.891324997,-1.022560239,25.38195801,6.79050827,-10.56123924
3089,1526228879,97.83187103,37.1646843,82.93431091,-5.857530117,7.130948067,-1.473181367,15.57431698,1.770594835,-5.902586937
3090,1526245546,98.10037231,37.17403793,82.85575867,-5.973927498,7.229574203,-1.517505407,20.68648911,-4.516928673,1.517145276
3091,1526262213,98.4291687,37.05988693,82.60607147,-6.447007656,7.364693165,-1.465535283,30.49312019,-11.55804157,10.04713535
3092,1526278880,98.70563507,36.84008408,82.19300079,-6.593738079,8.463453293,-0.162904561,33.20840073,-18.33928299,17.54540634
