PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
2833,577351823,-138.0553741,-39.52668762,-42.52321243,20.39100266,-0.260729194,-5.49419117,208.7789764,-181.7259369,177.8387146, 
2834,577368490,-138.9003906,-36.34965134,-43.07980347,19.45331383,4.319185734,-1.556673169,-70.15097809,-124.6677399,146.9393768, 
2835,577385157,-139.6862946,-34.69547653,-44.34576035,12.15834999,8.550707817,1.140750766,-89.92185974,-34.66750336,112.3256378, 
2836,577401824,-138.9429779,-32.97405243,-44.75184631,4.198370457,-0.293115586,-2.547614813,32.65652847,-65.19125366,83.27770233, 
2837,577418491,-137.0417328,-31.18096733,-44.67854309,3.899466515,-3.804808617,-6.871126652,118.0828247,-82.57684326,69.8026886, 
2838,577435158,-141.3661346,-30.59260941,-44.14291382,13.36586094,5.483935356,1.488387108,-241.2637329,-44.88201141,2.727857828, 
2839,577451825,-141.9924622,-33.11269379,-45.71663284,5.940906048,6.063468456,9.931060791,-85.46841431,167.9181213,-30.46994209, 
2840,577468492,-140.1924133,-35.06909943,-45.87295914,-2.463677406,-1.848271012,7.710691452,104.7235794,95.65858459,-67.28670502, 
2841,577485159,-137.0965576,-37.3766861,-45.70493698,4.984735966,3.043563366,-1.183995962,193.5032654,98.11270905,-97.01100922, 
2842,577501826,-138.0834045,-40.80246735,-45.77838898,4.78619051,5.846219063,-2.331406593,-59.95131683,153.5139771,-135.5365906, 
2843,577518493,-140.5186615,-44.7882843,-45.69668198,6.388856411,-1.212299109,2.537198067,-140.3875732,178.2923279,-158.2243347, 
2844,577535160,-140.1917419,-49.36632538,-45.72719193,7.288221836,-2.62253356,2.713975191,20.63114166,211.6275787,-173.7745667, 
2845,577551827,-138.7556458,-54.396492,-45.52447891,8.989021301,-0.976794243,-1.363308191,97.96820068,223.9204712,-201.1375427, 
2846,577568494,-139.0453339,-59.90771866,-45.13069153,11.2089119,-2.101793528,-3.113358736,4.995465755,240.1175385,-226.295517, 
2847,577585161,-139.4536743,-65.822052,-44.5240593,13.01023388,-4.398999214,-1.650408983,10.45316982,257.4278564,-243.3552246, 
2848,577601828,-139.3217926,-72.0541687,-43.44516754,15.04864407,-3.862470388,-1.172884226,70.89322662,268.2184448,-260.0946045, 
2849,577618495,-140.2494202,-78.47889709,-41.52209473,18.00919151,-1.175082684,-2.496247292,58.62176514,274.9652405,-270.1869812, 
2850,577635162,-145.4483948,-85.1255722,-36.05617142,19.62037468,-1.714415789,-2.725387335,15.73833561,288.9478455,-276.6296082, 
2851,577651829,82.56420898,-87.96087646,96.31501007,22.41441345,-1.158149242,-5.526478291,22.08338928,256.3951721,-286.647583, 
2852,577668496,55.82195663,-82.24885559,123.1521606,23.08388329,-6.594655514,-11.75588512,4.555989742,245.7234039,-261.8507385, 
2853,577685163,51.38642502,-77.34145355,126.8271713,20.36380386,-13.57999325,-14.37864876,-46.00841522,206.3082581,-212.3180389, 
2854,577701830,47.18365479,-72.87181854,129.6764221,15.5753746,-12.8909235,-14.94998837,-84.66896057,208.5377655,-173.4238586, 
2855,577718497,44.60882568,-69.26377106,132.2689209,7.965627193,-16.42979813,-22.06578636,-5.427661419,187.3784943,-119.3754272, 
2856,577735164,44.63949966,-68.38952637,132.9422913,-6.653365612,-19.91782379,-22.00870895,41.33214188,48.36656952,-25.73944473, 
2857,577751831,46.34544754,-70.93570709,129.2138672,3.339315176,-17.82555389,-14.66753197,-106.1871567,-161.6415405,54.76908493, 
2858,577768498,48.54609299,-73.79059601,127.9955444,11.14835358,-10.69013309,-15.50852489,63.15350723,-131.2480621,111.2801056, 
2859,577785165,48.74149323,-76.60331726,125.3186722,14.80753517,-2.595796108,-8.860738754,-142.976944,-141.2125092,99.48038483, 
